profile_name,milestone_year,rep_period,timestep,value
availability2030-2050-wind25,2030,1,6220,0.503
availability2030-2050-wind25,2030,1,6221,0.478
availability2030-2050-wind25,2030,1,6222,0.466
availability2030-2050-wind25,2030,1,6223,0.459
availability2030-2050-wind25,2030,1,6224,0.443
availability2030-2050-wind25,2030,1,6225,0.417
availability2030-2050-wind25,2030,1,6226,0.386
availability2030-2050-wind25,2030,1,6227,0.341
availability2030-2050-wind25,2030,1,6228,0.322
availability2030-2050-wind25,2030,1,6229,0.291
availability2030-2050-wind25,2030,1,6230,0.249
availability2030-2050-wind25,2030,1,6231,0.205
availability2030-2050-wind25,2030,1,6232,0.173
availability2030-2050-wind25,2030,1,6233,0.154
availability2030-2050-wind25,2030,1,6234,0.135
availability2030-2050-wind25,2030,1,6235,0.116
availability2030-2050-wind25,2030,1,6236,0.108
availability2030-2050-wind25,2030,1,6237,0.109
availability2030-2050-wind25,2030,1,6238,0.109
availability2030-2050-wind25,2030,1,6239,0.088
availability2030-2050-wind25,2030,1,6240,0.082
availability2030-2050-wind25,2030,1,6241,0.076
availability2030-2050-wind25,2030,1,6242,0.065
availability2030-2050-wind25,2030,1,6243,0.064
availability2030-2050-wind25,2030,1,6244,0.06
availability2030-2050-wind25,2030,1,6245,0.054
availability2030-2050-wind25,2030,1,6246,0.051
availability2030-2050-wind25,2030,1,6247,0.047
availability2030-2050-wind25,2030,1,6248,0.043
availability2030-2050-wind25,2030,1,6249,0.04
availability2030-2050-wind25,2030,1,6250,0.045
availability2030-2050-wind25,2030,1,6251,0.07
availability2030-2050-wind25,2030,1,6252,0.095
availability2030-2050-wind25,2030,1,6253,0.135
availability2030-2050-wind25,2030,1,6254,0.165
availability2030-2050-wind25,2030,1,6255,0.187
availability2030-2050-wind25,2030,1,6256,0.212
availability2030-2050-wind25,2030,1,6257,0.265
availability2030-2050-wind25,2030,1,6258,0.29
availability2030-2050-wind25,2030,1,6259,0.321
availability2030-2050-wind25,2030,1,6260,0.344
availability2030-2050-wind25,2030,1,6261,0.372
availability2030-2050-wind25,2030,1,6262,0.436
availability2030-2050-wind25,2030,1,6263,0.513
availability2030-2050-wind25,2030,1,6264,0.596
availability2030-2050-wind25,2030,1,6265,0.663
availability2030-2050-wind25,2030,1,6266,0.712
availability2030-2050-wind25,2030,1,6267,0.724
availability2030-2050-wind25,2030,1,6268,0.68
availability2030-2050-wind25,2030,1,6269,0.636
availability2030-2050-wind25,2030,1,6270,0.65
availability2030-2050-wind25,2030,1,6271,0.715
availability2030-2050-wind25,2030,1,6272,0.741
availability2030-2050-wind25,2030,1,6273,0.728
availability2030-2050-wind25,2030,1,6274,0.713
availability2030-2050-wind25,2030,1,6275,0.746
availability2030-2050-wind25,2030,1,6276,0.759
availability2030-2050-wind25,2030,1,6277,0.764
availability2030-2050-wind25,2030,1,6278,0.763
availability2030-2050-wind25,2030,1,6279,0.765
availability2030-2050-wind25,2030,1,6280,0.736
availability2030-2050-wind25,2030,1,6281,0.751
availability2030-2050-wind25,2030,1,6282,0.755
availability2030-2050-wind25,2030,1,6283,0.744
availability2030-2050-wind25,2030,1,6284,0.716
availability2030-2050-wind25,2030,1,6285,0.707
availability2030-2050-wind25,2030,1,6286,0.699
availability2030-2050-wind25,2030,1,6287,0.696
availability2030-2050-wind25,2030,1,6288,0.679
availability2030-2050-wind25,2030,1,6289,0.678
availability2030-2050-wind25,2030,1,6290,0.662
availability2030-2050-wind25,2030,1,6291,0.61
availability2030-2050-wind25,2030,1,6292,0.566
availability2030-2050-wind25,2030,1,6293,0.599
availability2030-2050-wind25,2030,1,6294,0.637
availability2030-2050-wind25,2030,1,6295,0.665
availability2030-2050-wind25,2030,1,6296,0.742
availability2030-2050-wind25,2030,1,6297,0.833
availability2030-2050-wind25,2030,1,6298,0.889
availability2030-2050-wind25,2030,1,6299,0.901
availability2030-2050-wind25,2030,1,6300,0.901
availability2030-2050-wind25,2030,1,6301,0.888
availability2030-2050-wind25,2030,1,6302,0.886
availability2030-2050-wind25,2030,1,6303,0.888
availability2030-2050-wind25,2030,1,6304,0.879
availability2030-2050-wind25,2030,1,6305,0.851
availability2030-2050-wind25,2030,1,6306,0.829
availability2030-2050-wind25,2030,1,6307,0.827
availability2030-2050-wind25,2030,1,6308,0.822
availability2030-2050-wind25,2030,1,6309,0.811
availability2030-2050-wind25,2030,1,6310,0.812
availability2030-2050-wind25,2030,1,6311,0.839
availability2030-2050-wind25,2030,1,6312,0.812
availability2030-2050-wind25,2030,1,6313,0.762
availability2030-2050-wind25,2030,1,6314,0.723
availability2030-2050-wind25,2030,1,6315,0.709
availability2030-2050-wind25,2030,1,6316,0.694
availability2030-2050-wind25,2030,1,6317,0.683
availability2030-2050-wind25,2030,1,6318,0.686
availability2030-2050-wind25,2030,1,6319,0.702
availability2030-2050-wind25,2030,1,6320,0.718
availability2030-2050-wind25,2030,1,6321,0.723
availability2030-2050-wind25,2030,1,6322,0.73
availability2030-2050-wind25,2030,1,6323,0.727
availability2030-2050-wind25,2030,1,6324,0.759
availability2030-2050-wind25,2030,1,6325,0.772
availability2030-2050-wind25,2030,1,6326,0.779
availability2030-2050-wind25,2030,1,6327,0.782
availability2030-2050-wind25,2030,1,6328,0.82
availability2030-2050-wind25,2030,1,6329,0.864
availability2030-2050-wind25,2030,1,6330,0.885
availability2030-2050-wind25,2030,1,6331,0.904
availability2030-2050-wind25,2030,1,6332,0.919
availability2030-2050-wind25,2030,1,6333,0.919
availability2030-2050-wind25,2030,1,6334,0.916
availability2030-2050-wind25,2030,1,6335,0.919
availability2030-2050-wind25,2030,1,6336,0.92
availability2030-2050-wind25,2030,1,6337,0.904
availability2030-2050-wind25,2030,1,6338,0.872
availability2030-2050-wind25,2030,1,6339,0.809
availability2030-2050-wind25,2030,1,6340,0.742
availability2030-2050-wind25,2030,1,6341,0.709
availability2030-2050-wind25,2030,1,6342,0.703
availability2030-2050-wind25,2030,1,6343,0.682
availability2030-2050-wind25,2030,1,6344,0.645
availability2030-2050-wind25,2030,1,6345,0.594
availability2030-2050-wind25,2030,1,6346,0.533
availability2030-2050-wind25,2030,1,6347,0.437
availability2030-2050-wind25,2030,1,6348,0.432
availability2030-2050-wind25,2030,1,6349,0.501
availability2030-2050-wind25,2030,1,6350,0.563
availability2030-2050-wind25,2030,1,6351,0.607
availability2030-2050-wind25,2030,1,6352,0.655
availability2030-2050-wind25,2030,1,6353,0.681
availability2030-2050-wind25,2030,1,6354,0.686
availability2030-2050-wind25,2030,1,6355,0.702
availability2030-2050-wind25,2030,1,6356,0.686
availability2030-2050-wind25,2030,1,6357,0.652
availability2030-2050-wind25,2030,1,6358,0.587
availability2030-2050-wind25,2030,1,6359,0.468
availability2030-2050-wind25,2030,1,6360,0.377
availability2030-2050-wind25,2030,1,6361,0.308
availability2030-2050-wind25,2030,1,6362,0.257
availability2030-2050-wind25,2030,1,6363,0.237
availability2030-2050-wind25,2030,1,6364,0.206
availability2030-2050-wind25,2030,1,6365,0.173
availability2030-2050-wind25,2030,1,6366,0.155
availability2030-2050-wind25,2030,1,6367,0.137
availability2030-2050-wind25,2030,1,6368,0.126
availability2030-2050-wind25,2030,1,6369,0.1
availability2030-2050-wind25,2030,1,6370,0.076
availability2030-2050-wind25,2030,1,6371,0.112
availability2030-2050-wind25,2030,1,6372,0.144
availability2030-2050-wind25,2030,1,6373,0.121
availability2030-2050-wind25,2030,1,6374,0.126
availability2030-2050-wind25,2030,1,6375,0.154
availability2030-2050-wind25,2030,1,6376,0.188
availability2030-2050-wind25,2030,1,6377,0.214
availability2030-2050-wind25,2030,1,6378,0.243
availability2030-2050-wind25,2030,1,6379,0.257
availability2030-2050-wind25,2030,1,6380,0.299
availability2030-2050-wind25,2030,1,6381,0.387
availability2030-2050-wind25,2030,1,6382,0.44
availability2030-2050-wind25,2030,1,6383,0.461
availability2030-2050-wind25,2030,1,6384,0.422
availability2030-2050-wind25,2030,1,6385,0.338
availability2030-2050-wind25,2030,1,6386,0.272
availability2030-2050-wind25,2030,1,6387,0.25
availability2030-2050-wind25,2030,1,6388,0.325
availability2030-2050-wind25,2030,1,6389,0.414
availability2030-2050-wind25,2030,1,6390,0.457
availability2030-2050-wind25,2030,1,6391,0.48
availability2030-2050-wind25,2030,1,6392,0.497
availability2030-2050-wind25,2030,1,6393,0.478
availability2030-2050-wind25,2030,1,6394,0.485
availability2030-2050-wind25,2030,1,6395,0.501
availability2030-2050-wind25,2030,1,6396,0.462
availability2030-2050-wind25,2030,1,6397,0.438
availability2030-2050-wind25,2030,1,6398,0.409
availability2030-2050-wind25,2030,1,6399,0.392
availability2030-2050-wind25,2030,1,6400,0.38
availability2030-2050-wind25,2030,1,6401,0.361
availability2030-2050-wind25,2030,1,6402,0.348
availability2030-2050-wind25,2030,1,6403,0.343
availability2030-2050-wind25,2030,1,6404,0.327
availability2030-2050-wind25,2030,1,6405,0.302
availability2030-2050-wind25,2030,1,6406,0.261
availability2030-2050-wind25,2030,1,6407,0.229
availability2030-2050-wind25,2030,1,6408,0.204
availability2030-2050-wind25,2030,1,6409,0.2
availability2030-2050-wind25,2030,1,6410,0.207
availability2030-2050-wind25,2030,1,6411,0.197
availability2030-2050-wind25,2030,1,6412,0.178
availability2030-2050-wind25,2030,1,6413,0.197
availability2030-2050-wind25,2030,1,6414,0.247
availability2030-2050-wind25,2030,1,6415,0.298
availability2030-2050-wind25,2030,1,6416,0.334
availability2030-2050-wind25,2030,1,6417,0.359
availability2030-2050-wind25,2030,1,6418,0.345
availability2030-2050-wind25,2030,1,6419,0.253
availability2030-2050-wind25,2030,1,6420,0.259
availability2030-2050-wind25,2030,1,6421,0.262
availability2030-2050-wind25,2030,1,6422,0.264
availability2030-2050-wind25,2030,1,6423,0.26
availability2030-2050-wind25,2030,1,6424,0.249
availability2030-2050-wind25,2030,1,6425,0.247
availability2030-2050-wind25,2030,1,6426,0.268
availability2030-2050-wind25,2030,1,6427,0.305
availability2030-2050-wind25,2030,1,6428,0.344
availability2030-2050-wind25,2030,1,6429,0.358
availability2030-2050-wind25,2030,1,6430,0.345
availability2030-2050-wind25,2030,1,6431,0.341
availability2030-2050-wind25,2030,1,6432,0.284
availability2030-2050-wind25,2030,1,6433,0.254
availability2030-2050-wind25,2030,1,6434,0.227
availability2030-2050-wind25,2030,1,6435,0.219
availability2030-2050-wind25,2030,1,6436,0.198
availability2030-2050-wind25,2030,1,6437,0.176
availability2030-2050-wind25,2030,1,6438,0.169
availability2030-2050-wind25,2030,1,6439,0.179
availability2030-2050-wind25,2030,1,6440,0.189
availability2030-2050-wind25,2030,1,6441,0.19
availability2030-2050-wind25,2030,1,6442,0.165
availability2030-2050-wind25,2030,1,6443,0.142
availability2030-2050-wind25,2030,1,6444,0.133
availability2030-2050-wind25,2030,1,6445,0.112
availability2030-2050-wind25,2030,1,6446,0.097
availability2030-2050-wind25,2030,1,6447,0.089
availability2030-2050-wind25,2030,1,6448,0.09
availability2030-2050-wind25,2030,1,6449,0.135
availability2030-2050-wind25,2030,1,6450,0.167
availability2030-2050-wind25,2030,1,6451,0.167
availability2030-2050-wind25,2030,1,6452,0.173
availability2030-2050-wind25,2030,1,6453,0.177
availability2030-2050-wind25,2030,1,6454,0.187
availability2030-2050-wind25,2030,1,6455,0.242
availability2030-2050-wind25,2030,1,6456,0.291
availability2030-2050-wind25,2030,1,6457,0.335
availability2030-2050-wind25,2030,1,6458,0.334
availability2030-2050-wind25,2030,1,6459,0.329
availability2030-2050-wind25,2030,1,6460,0.308
availability2030-2050-wind25,2030,1,6461,0.296
availability2030-2050-wind25,2030,1,6462,0.279
availability2030-2050-wind25,2030,1,6463,0.26
availability2030-2050-wind25,2030,1,6464,0.266
availability2030-2050-wind25,2030,1,6465,0.286
availability2030-2050-wind25,2030,1,6466,0.3
availability2030-2050-wind25,2030,1,6467,0.295
availability2030-2050-wind25,2030,1,6468,0.292
availability2030-2050-wind25,2030,1,6469,0.302
availability2030-2050-wind25,2030,1,6470,0.328
availability2030-2050-wind25,2030,1,6471,0.375
availability2030-2050-wind25,2030,1,6472,0.384
availability2030-2050-wind25,2030,1,6473,0.401
availability2030-2050-wind25,2030,1,6474,0.435
availability2030-2050-wind25,2030,1,6475,0.479
availability2030-2050-wind25,2030,1,6476,0.541
availability2030-2050-wind25,2030,1,6477,0.606
availability2030-2050-wind25,2030,1,6478,0.662
availability2030-2050-wind25,2030,1,6479,0.738
availability2030-2050-wind25,2030,1,6480,0.754
availability2030-2050-wind25,2030,1,6481,0.755
availability2030-2050-wind25,2030,1,6482,0.763
availability2030-2050-wind25,2030,1,6483,0.784
availability2030-2050-wind25,2030,1,6484,0.781
availability2030-2050-wind25,2030,1,6485,0.789
availability2030-2050-wind25,2030,1,6486,0.795
availability2030-2050-wind25,2030,1,6487,0.779
availability2030-2050-wind25,2030,1,6488,0.768
availability2030-2050-wind25,2030,1,6489,0.767
availability2030-2050-wind25,2030,1,6490,0.765
availability2030-2050-wind25,2030,1,6491,0.716
availability2030-2050-wind25,2030,1,6492,0.687
availability2030-2050-wind25,2030,1,6493,0.661
availability2030-2050-wind25,2030,1,6494,0.619
availability2030-2050-wind25,2030,1,6495,0.594
availability2030-2050-wind25,2030,1,6496,0.582
availability2030-2050-wind25,2030,1,6497,0.546
availability2030-2050-wind25,2030,1,6498,0.504
availability2030-2050-wind25,2030,1,6499,0.467
availability2030-2050-wind25,2030,1,6500,0.44
availability2030-2050-wind25,2030,1,6501,0.41
availability2030-2050-wind25,2030,1,6502,0.371
availability2030-2050-wind25,2030,1,6503,0.338
availability2030-2050-wind25,2030,1,6504,0.286
availability2030-2050-wind25,2030,1,6505,0.247
availability2030-2050-wind25,2030,1,6506,0.249
availability2030-2050-wind25,2030,1,6507,0.267
availability2030-2050-wind25,2030,1,6508,0.274
availability2030-2050-wind25,2030,1,6509,0.248
availability2030-2050-wind25,2030,1,6510,0.253
availability2030-2050-wind25,2030,1,6511,0.277
availability2030-2050-wind25,2030,1,6512,0.315
availability2030-2050-wind25,2030,1,6513,0.365
availability2030-2050-wind25,2030,1,6514,0.448
availability2030-2050-wind25,2030,1,6515,0.468
availability2030-2050-wind25,2030,1,6516,0.502
availability2030-2050-wind25,2030,1,6517,0.497
availability2030-2050-wind25,2030,1,6518,0.467
availability2030-2050-wind25,2030,1,6519,0.445
availability2030-2050-wind25,2030,1,6520,0.447
availability2030-2050-wind25,2030,1,6521,0.49
availability2030-2050-wind25,2030,1,6522,0.507
availability2030-2050-wind25,2030,1,6523,0.511
availability2030-2050-wind25,2030,1,6524,0.523
availability2030-2050-wind25,2030,1,6525,0.52
availability2030-2050-wind25,2030,1,6526,0.514
availability2030-2050-wind25,2030,1,6527,0.575
availability2030-2050-wind25,2030,1,6528,0.546
availability2030-2050-wind25,2030,1,6529,0.486
availability2030-2050-wind25,2030,1,6530,0.419
availability2030-2050-wind25,2030,1,6531,0.42
availability2030-2050-wind25,2030,1,6532,0.42
availability2030-2050-wind25,2030,1,6533,0.427
availability2030-2050-wind25,2030,1,6534,0.45
availability2030-2050-wind25,2030,1,6535,0.505
availability2030-2050-wind25,2030,1,6536,0.494
availability2030-2050-wind25,2030,1,6537,0.536
availability2030-2050-wind25,2030,1,6538,0.549
availability2030-2050-wind25,2030,1,6539,0.528
availability2030-2050-wind25,2030,1,6540,0.492
availability2030-2050-wind25,2030,1,6541,0.459
availability2030-2050-wind25,2030,1,6542,0.433
availability2030-2050-wind25,2030,1,6543,0.424
availability2030-2050-wind25,2030,1,6544,0.375
availability2030-2050-wind25,2030,1,6545,0.289
availability2030-2050-wind25,2030,1,6546,0.241
availability2030-2050-wind25,2030,1,6547,0.222
availability2030-2050-wind25,2030,1,6548,0.228
availability2030-2050-wind25,2030,1,6549,0.241
availability2030-2050-wind25,2030,1,6550,0.223
availability2030-2050-wind25,2030,1,6551,0.214
availability2030-2050-wind25,2030,1,6552,0.229
availability2030-2050-wind25,2030,1,6553,0.257
availability2030-2050-wind25,2030,1,6554,0.229
availability2030-2050-wind25,2030,1,6555,0.227
availability2030-2050-wind25,2030,1,6556,0.213
availability2030-2050-wind25,2030,1,6557,0.242
availability2030-2050-wind25,2030,1,6558,0.268
availability2030-2050-wind25,2030,1,6559,0.3
availability2030-2050-wind25,2030,1,6560,0.338
availability2030-2050-wind25,2030,1,6561,0.377
availability2030-2050-wind25,2030,1,6562,0.439
availability2030-2050-wind25,2030,1,6563,0.46
availability2030-2050-wind25,2030,1,6564,0.527
availability2030-2050-wind25,2030,1,6565,0.549
availability2030-2050-wind25,2030,1,6566,0.598
availability2030-2050-wind25,2030,1,6567,0.65
availability2030-2050-wind25,2030,1,6568,0.668
availability2030-2050-wind25,2030,1,6569,0.667
availability2030-2050-wind25,2030,1,6570,0.648
availability2030-2050-wind25,2030,1,6571,0.639
availability2030-2050-wind25,2030,1,6572,0.648
availability2030-2050-wind25,2030,1,6573,0.676
availability2030-2050-wind25,2030,1,6574,0.668
availability2030-2050-wind25,2030,1,6575,0.675
availability2030-2050-wind25,2030,1,6576,0.705
availability2030-2050-wind25,2030,1,6577,0.784
availability2030-2050-wind25,2030,1,6578,0.754
availability2030-2050-wind25,2030,1,6579,0.67
availability2030-2050-wind25,2030,1,6580,0.666
availability2030-2050-wind25,2030,1,6581,0.663
availability2030-2050-wind25,2030,1,6582,0.655
availability2030-2050-wind25,2030,1,6583,0.631
availability2030-2050-wind25,2030,1,6584,0.58
availability2030-2050-wind25,2030,1,6585,0.567
availability2030-2050-wind25,2030,1,6586,0.57
availability2030-2050-wind25,2030,1,6587,0.598
availability2030-2050-wind25,2030,1,6588,0.574
availability2030-2050-wind25,2030,1,6589,0.549
availability2030-2050-wind25,2030,1,6590,0.53
availability2030-2050-wind25,2030,1,6591,0.517
availability2030-2050-wind25,2030,1,6592,0.516
availability2030-2050-wind25,2030,1,6593,0.509
availability2030-2050-wind25,2030,1,6594,0.509
availability2030-2050-wind25,2030,1,6595,0.507
availability2030-2050-wind25,2030,1,6596,0.502
availability2030-2050-wind25,2030,1,6597,0.489
availability2030-2050-wind25,2030,1,6598,0.436
availability2030-2050-wind25,2030,1,6599,0.465
availability2030-2050-wind25,2030,1,6600,0.415
availability2030-2050-wind25,2030,1,6601,0.369
availability2030-2050-wind25,2030,1,6602,0.338
availability2030-2050-wind25,2030,1,6603,0.33
availability2030-2050-wind25,2030,1,6604,0.32
availability2030-2050-wind25,2030,1,6605,0.31
availability2030-2050-wind25,2030,1,6606,0.304
availability2030-2050-wind25,2030,1,6607,0.309
availability2030-2050-wind25,2030,1,6608,0.317
availability2030-2050-wind25,2030,1,6609,0.328
availability2030-2050-wind25,2030,1,6610,0.325
availability2030-2050-wind25,2030,1,6611,0.371
availability2030-2050-wind25,2030,1,6612,0.322
availability2030-2050-wind25,2030,1,6613,0.296
availability2030-2050-wind25,2030,1,6614,0.297
availability2030-2050-wind25,2030,1,6615,0.294
availability2030-2050-wind25,2030,1,6616,0.278
availability2030-2050-wind25,2030,1,6617,0.272
availability2030-2050-wind25,2030,1,6618,0.269
availability2030-2050-wind25,2030,1,6619,0.283
availability2030-2050-wind25,2030,1,6620,0.297
availability2030-2050-wind25,2030,1,6621,0.316
availability2030-2050-wind25,2030,1,6622,0.334
availability2030-2050-wind25,2030,1,6623,0.373
availability2030-2050-wind25,2030,1,6624,0.34
availability2030-2050-wind25,2030,1,6625,0.313
availability2030-2050-wind25,2030,1,6626,0.279
availability2030-2050-wind25,2030,1,6627,0.275
availability2030-2050-wind25,2030,1,6628,0.306
availability2030-2050-wind25,2030,1,6629,0.352
availability2030-2050-wind25,2030,1,6630,0.384
availability2030-2050-wind25,2030,1,6631,0.39
availability2030-2050-wind25,2030,1,6632,0.404
availability2030-2050-wind25,2030,1,6633,0.407
availability2030-2050-wind25,2030,1,6634,0.396
availability2030-2050-wind25,2030,1,6635,0.398
availability2030-2050-wind25,2030,1,6636,0.363
availability2030-2050-wind25,2030,1,6637,0.345
availability2030-2050-wind25,2030,1,6638,0.355
availability2030-2050-wind25,2030,1,6639,0.381
availability2030-2050-wind25,2030,1,6640,0.39
availability2030-2050-wind25,2030,1,6641,0.367
availability2030-2050-wind25,2030,1,6642,0.352
availability2030-2050-wind25,2030,1,6643,0.328
availability2030-2050-wind25,2030,1,6644,0.317
availability2030-2050-wind25,2030,1,6645,0.291
availability2030-2050-wind25,2030,1,6646,0.296
availability2030-2050-wind25,2030,1,6647,0.369
availability2030-2050-wind25,2030,1,6648,0.393
availability2030-2050-wind25,2030,1,6649,0.389
availability2030-2050-wind25,2030,1,6650,0.352
availability2030-2050-wind25,2030,1,6651,0.337
availability2030-2050-wind25,2030,1,6652,0.328
availability2030-2050-wind25,2030,1,6653,0.281
availability2030-2050-wind25,2030,1,6654,0.231
availability2030-2050-wind25,2030,1,6655,0.219
availability2030-2050-wind25,2030,1,6656,0.22
availability2030-2050-wind25,2030,1,6657,0.216
availability2030-2050-wind25,2030,1,6658,0.253
availability2030-2050-wind25,2030,1,6659,0.274
availability2030-2050-wind25,2030,1,6660,0.352
availability2030-2050-wind25,2030,1,6661,0.396
availability2030-2050-wind25,2030,1,6662,0.441
availability2030-2050-wind25,2030,1,6663,0.52
availability2030-2050-wind25,2030,1,6664,0.536
availability2030-2050-wind25,2030,1,6665,0.555
availability2030-2050-wind25,2030,1,6666,0.59
availability2030-2050-wind25,2030,1,6667,0.623
availability2030-2050-wind25,2030,1,6668,0.652
availability2030-2050-wind25,2030,1,6669,0.679
availability2030-2050-wind25,2030,1,6670,0.671
availability2030-2050-wind25,2030,1,6671,0.693
availability2030-2050-wind25,2030,1,6672,0.658
availability2030-2050-wind25,2030,1,6673,0.637
availability2030-2050-wind25,2030,1,6674,0.643
availability2030-2050-wind25,2030,1,6675,0.652
availability2030-2050-wind25,2030,1,6676,0.677
availability2030-2050-wind25,2030,1,6677,0.729
availability2030-2050-wind25,2030,1,6678,0.754
availability2030-2050-wind25,2030,1,6679,0.769
availability2030-2050-wind25,2030,1,6680,0.765
availability2030-2050-wind25,2030,1,6681,0.753
availability2030-2050-wind25,2030,1,6682,0.742
availability2030-2050-wind25,2030,1,6683,0.691
availability2030-2050-wind25,2030,1,6684,0.672
availability2030-2050-wind25,2030,1,6685,0.672
availability2030-2050-wind25,2030,1,6686,0.691
availability2030-2050-wind25,2030,1,6687,0.705
availability2030-2050-wind25,2030,1,6688,0.705
availability2030-2050-wind25,2030,1,6689,0.7
availability2030-2050-wind25,2030,1,6690,0.704
availability2030-2050-wind25,2030,1,6691,0.729
availability2030-2050-wind25,2030,1,6692,0.757
availability2030-2050-wind25,2030,1,6693,0.792
availability2030-2050-wind25,2030,1,6694,0.825
availability2030-2050-wind25,2030,1,6695,0.846
availability2030-2050-wind25,2030,1,6696,0.856
availability2030-2050-wind25,2030,1,6697,0.881
availability2030-2050-wind25,2030,1,6698,0.894
availability2030-2050-wind25,2030,1,6699,0.904
availability2030-2050-wind25,2030,1,6700,0.895
availability2030-2050-wind25,2030,1,6701,0.888
availability2030-2050-wind25,2030,1,6702,0.903
availability2030-2050-wind25,2030,1,6703,0.914
availability2030-2050-wind25,2030,1,6704,0.923
availability2030-2050-wind25,2030,1,6705,0.933
availability2030-2050-wind25,2030,1,6706,0.936
availability2030-2050-wind25,2030,1,6707,0.933
availability2030-2050-wind25,2030,1,6708,0.919
availability2030-2050-wind25,2030,1,6709,0.896
availability2030-2050-wind25,2030,1,6710,0.845
availability2030-2050-wind25,2030,1,6711,0.844
availability2030-2050-wind25,2030,1,6712,0.827
availability2030-2050-wind25,2030,1,6713,0.775
availability2030-2050-wind25,2030,1,6714,0.752
availability2030-2050-wind25,2030,1,6715,0.759
availability2030-2050-wind25,2030,1,6716,0.769
availability2030-2050-wind25,2030,1,6717,0.781
availability2030-2050-wind25,2030,1,6718,0.809
availability2030-2050-wind25,2030,1,6719,0.821
availability2030-2050-wind25,2030,1,6720,0.823
availability2030-2050-wind25,2030,1,6721,0.815
availability2030-2050-wind25,2030,1,6722,0.8
availability2030-2050-wind25,2030,1,6723,0.777
availability2030-2050-wind25,2030,1,6724,0.733
availability2030-2050-wind25,2030,1,6725,0.708
availability2030-2050-wind25,2030,1,6726,0.695
availability2030-2050-wind25,2030,1,6727,0.671
availability2030-2050-wind25,2030,1,6728,0.638
availability2030-2050-wind25,2030,1,6729,0.605
availability2030-2050-wind25,2030,1,6730,0.608
availability2030-2050-wind25,2030,1,6731,0.611
availability2030-2050-wind25,2030,1,6732,0.578
availability2030-2050-wind25,2030,1,6733,0.552
availability2030-2050-wind25,2030,1,6734,0.521
availability2030-2050-wind25,2030,1,6735,0.471
availability2030-2050-wind25,2030,1,6736,0.419
availability2030-2050-wind25,2030,1,6737,0.413
availability2030-2050-wind25,2030,1,6738,0.441
availability2030-2050-wind25,2030,1,6739,0.489
availability2030-2050-wind25,2030,1,6740,0.529
availability2030-2050-wind25,2030,1,6741,0.546
availability2030-2050-wind25,2030,1,6742,0.558
availability2030-2050-wind25,2030,1,6743,0.585
availability2030-2050-wind25,2030,1,6744,0.579
availability2030-2050-wind25,2030,1,6745,0.624
availability2030-2050-wind25,2030,1,6746,0.66
availability2030-2050-wind25,2030,1,6747,0.624
availability2030-2050-wind25,2030,1,6748,0.611
availability2030-2050-wind25,2030,1,6749,0.664
availability2030-2050-wind25,2030,1,6750,0.701
availability2030-2050-wind25,2030,1,6751,0.733
availability2030-2050-wind25,2030,1,6752,0.743
availability2030-2050-wind25,2030,1,6753,0.777
availability2030-2050-wind25,2030,1,6754,0.768
availability2030-2050-wind25,2030,1,6755,0.714
availability2030-2050-wind25,2030,1,6756,0.715
availability2030-2050-wind25,2030,1,6757,0.733
availability2030-2050-wind25,2030,1,6758,0.753
availability2030-2050-wind25,2030,1,6759,0.721
availability2030-2050-wind25,2030,1,6760,0.675
availability2030-2050-wind25,2030,1,6761,0.643
availability2030-2050-wind25,2030,1,6762,0.609
availability2030-2050-wind25,2030,1,6763,0.582
availability2030-2050-wind25,2030,1,6764,0.507
availability2030-2050-wind25,2030,1,6765,0.411
availability2030-2050-wind25,2030,1,6766,0.36
availability2030-2050-wind25,2030,1,6767,0.311
availability2030-2050-wind25,2030,1,6768,0.293
availability2030-2050-wind25,2030,1,6769,0.281
availability2030-2050-wind25,2030,1,6770,0.258
availability2030-2050-wind25,2030,1,6771,0.235
availability2030-2050-wind25,2030,1,6772,0.224
availability2030-2050-wind25,2030,1,6773,0.213
availability2030-2050-wind25,2030,1,6774,0.203
availability2030-2050-wind25,2030,1,6775,0.198
availability2030-2050-wind25,2030,1,6776,0.197
availability2030-2050-wind25,2030,1,6777,0.195
availability2030-2050-wind25,2030,1,6778,0.192
availability2030-2050-wind25,2030,1,6779,0.193
availability2030-2050-wind25,2030,1,6780,0.177
availability2030-2050-wind25,2030,1,6781,0.173
availability2030-2050-wind25,2030,1,6782,0.174
availability2030-2050-wind25,2030,1,6783,0.172
availability2030-2050-wind25,2030,1,6784,0.185
availability2030-2050-wind25,2030,1,6785,0.211
availability2030-2050-wind25,2030,1,6786,0.253
availability2030-2050-wind25,2030,1,6787,0.308
availability2030-2050-wind25,2030,1,6788,0.357
availability2030-2050-wind25,2030,1,6789,0.397
availability2030-2050-wind25,2030,1,6790,0.433
availability2030-2050-wind25,2030,1,6791,0.526
availability2030-2050-wind25,2030,1,6792,0.551
availability2030-2050-wind25,2030,1,6793,0.578
availability2030-2050-wind25,2030,1,6794,0.596
availability2030-2050-wind25,2030,1,6795,0.603
availability2030-2050-wind25,2030,1,6796,0.637
availability2030-2050-wind25,2030,1,6797,0.664
availability2030-2050-wind25,2030,1,6798,0.722
availability2030-2050-wind25,2030,1,6799,0.758
availability2030-2050-wind25,2030,1,6800,0.794
availability2030-2050-wind25,2030,1,6801,0.833
