id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
16994,ensBE,2040,1,8234,8234,0.0
16995,ensBE,2040,1,8235,8235,0.0
16996,ensBE,2040,1,8236,8236,0.0
16997,ensBE,2040,1,8237,8237,0.0
16998,ensBE,2040,1,8238,8238,0.0
16999,ensBE,2040,1,8239,8239,0.0
17000,ensBE,2040,1,8240,8240,0.0
17001,ensBE,2040,1,8241,8241,0.0
17002,ensBE,2040,1,8242,8242,0.0
17003,ensBE,2040,1,8243,8243,0.0
17004,ensBE,2040,1,8244,8244,0.0
17005,ensBE,2040,1,8245,8245,0.0
17006,ensBE,2040,1,8246,8246,0.0
17007,ensBE,2040,1,8247,8247,0.0
17008,ensBE,2040,1,8248,8248,0.0
17009,ensBE,2040,1,8249,8249,0.0
17010,ensBE,2040,1,8250,8250,0.0
17011,ensBE,2040,1,8251,8251,0.0
17012,ensBE,2040,1,8252,8252,0.0
17013,ensBE,2040,1,8253,8253,0.0
17014,ensBE,2040,1,8254,8254,0.0
17015,ensBE,2040,1,8255,8255,0.0
17016,ensBE,2040,1,8256,8256,0.0
17017,ensBE,2040,1,8257,8257,0.0
17018,ensBE,2040,1,8258,8258,0.0
17019,ensBE,2040,1,8259,8259,0.0
17020,ensBE,2040,1,8260,8260,0.0
17021,ensBE,2040,1,8261,8261,0.0
17022,ensBE,2040,1,8262,8262,0.0
17023,ensBE,2040,1,8263,8263,0.0
17024,ensBE,2040,1,8264,8264,0.0
17025,ensBE,2040,1,8265,8265,0.0
17026,ensBE,2040,1,8266,8266,0.0
17027,ensBE,2040,1,8267,8267,0.0
17028,ensBE,2040,1,8268,8268,0.0
17029,ensBE,2040,1,8269,8269,0.0
17030,ensBE,2040,1,8270,8270,0.0
17031,ensBE,2040,1,8271,8271,0.0
17032,ensBE,2040,1,8272,8272,0.0
17033,ensBE,2040,1,8273,8273,0.0
17034,ensBE,2040,1,8274,8274,0.0
17035,ensBE,2040,1,8275,8275,0.0
17036,ensBE,2040,1,8276,8276,0.0
17037,ensBE,2040,1,8277,8277,0.0
17038,ensBE,2040,1,8278,8278,0.0
17039,ensBE,2040,1,8279,8279,0.0
17040,ensBE,2040,1,8280,8280,0.0
17041,ensBE,2040,1,8281,8281,0.0
17042,ensBE,2040,1,8282,8282,0.0
17043,ensBE,2040,1,8283,8283,0.0
17044,ensBE,2040,1,8284,8284,0.0
17045,ensBE,2040,1,8285,8285,0.0
17046,ensBE,2040,1,8286,8286,0.0
17047,ensBE,2040,1,8287,8287,0.0
17048,ensBE,2040,1,8288,8288,0.0
17049,ensBE,2040,1,8289,8289,0.0
17050,ensBE,2040,1,8290,8290,0.0
17051,ensBE,2040,1,8291,8291,0.0
17052,ensBE,2040,1,8292,8292,0.0
17053,ensBE,2040,1,8293,8293,0.0
17054,ensBE,2040,1,8294,8294,0.0
17055,ensBE,2040,1,8295,8295,0.0
17056,ensBE,2040,1,8296,8296,0.0
17057,ensBE,2040,1,8297,8297,0.0
17058,ensBE,2040,1,8298,8298,0.0
17059,ensBE,2040,1,8299,8299,0.0
17060,ensBE,2040,1,8300,8300,0.0
17061,ensBE,2040,1,8301,8301,0.0
17062,ensBE,2040,1,8302,8302,0.0
17063,ensBE,2040,1,8303,8303,0.0
17064,ensBE,2040,1,8304,8304,0.0
17065,ensBE,2040,1,8305,8305,0.0
17066,ensBE,2040,1,8306,8306,0.0
17067,ensBE,2040,1,8307,8307,0.0
17068,ensBE,2040,1,8308,8308,0.0
17069,ensBE,2040,1,8309,8309,0.0
17070,ensBE,2040,1,8310,8310,0.0
17071,ensBE,2040,1,8311,8311,0.0
17072,ensBE,2040,1,8312,8312,0.0
17073,ensBE,2040,1,8313,8313,0.0
17074,ensBE,2040,1,8314,8314,0.0
17075,ensBE,2040,1,8315,8315,0.0
17076,ensBE,2040,1,8316,8316,0.0
17077,ensBE,2040,1,8317,8317,0.0
17078,ensBE,2040,1,8318,8318,0.0
17079,ensBE,2040,1,8319,8319,0.0
17080,ensBE,2040,1,8320,8320,0.0
17081,ensBE,2040,1,8321,8321,0.0
17082,ensBE,2040,1,8322,8322,0.0
17083,ensBE,2040,1,8323,8323,0.0
17084,ensBE,2040,1,8324,8324,0.0
17085,ensBE,2040,1,8325,8325,0.0
17086,ensBE,2040,1,8326,8326,0.0
17087,ensBE,2040,1,8327,8327,0.0
17088,ensBE,2040,1,8328,8328,0.0
17089,ensBE,2040,1,8329,8329,0.0
17090,ensBE,2040,1,8330,8330,0.0
17091,ensBE,2040,1,8331,8331,0.0
17092,ensBE,2040,1,8332,8332,0.0
17093,ensBE,2040,1,8333,8333,0.0
17094,ensBE,2040,1,8334,8334,0.0
17095,ensBE,2040,1,8335,8335,0.0
17096,ensBE,2040,1,8336,8336,0.0
17097,ensBE,2040,1,8337,8337,0.0
17098,ensBE,2040,1,8338,8338,0.0
17099,ensBE,2040,1,8339,8339,0.0
17100,ensBE,2040,1,8340,8340,0.0
17101,ensBE,2040,1,8341,8341,0.0
17102,ensBE,2040,1,8342,8342,0.0
17103,ensBE,2040,1,8343,8343,0.0
17104,ensBE,2040,1,8344,8344,0.0
17105,ensBE,2040,1,8345,8345,0.0
17106,ensBE,2040,1,8346,8346,0.0
17107,ensBE,2040,1,8347,8347,0.0
17108,ensBE,2040,1,8348,8348,0.0
17109,ensBE,2040,1,8349,8349,0.0
17110,ensBE,2040,1,8350,8350,0.0
17111,ensBE,2040,1,8351,8351,0.0
17112,ensBE,2040,1,8352,8352,0.0
17113,ensBE,2040,1,8353,8353,0.0
17114,ensBE,2040,1,8354,8354,0.0
17115,ensBE,2040,1,8355,8355,0.0
17116,ensBE,2040,1,8356,8356,0.0
17117,ensBE,2040,1,8357,8357,0.0
17118,ensBE,2040,1,8358,8358,0.0
17119,ensBE,2040,1,8359,8359,0.0
17120,ensBE,2040,1,8360,8360,0.0
17121,ensBE,2040,1,8361,8361,0.0
17122,ensBE,2040,1,8362,8362,0.0
17123,ensBE,2040,1,8363,8363,0.0
17124,ensBE,2040,1,8364,8364,0.0
17125,ensBE,2040,1,8365,8365,0.0
17126,ensBE,2040,1,8366,8366,0.0
17127,ensBE,2040,1,8367,8367,0.0
17128,ensBE,2040,1,8368,8368,0.0
17129,ensBE,2040,1,8369,8369,0.0
17130,ensBE,2040,1,8370,8370,0.0
17131,ensBE,2040,1,8371,8371,0.0
17132,ensBE,2040,1,8372,8372,0.0
17133,ensBE,2040,1,8373,8373,0.0
17134,ensBE,2040,1,8374,8374,0.0
17135,ensBE,2040,1,8375,8375,0.0
17136,ensBE,2040,1,8376,8376,0.0
17137,ensBE,2040,1,8377,8377,0.0
17138,ensBE,2040,1,8378,8378,0.0
17139,ensBE,2040,1,8379,8379,0.0
17140,ensBE,2040,1,8380,8380,0.0
17141,ensBE,2040,1,8381,8381,0.0
17142,ensBE,2040,1,8382,8382,0.0
17143,ensBE,2040,1,8383,8383,0.0
17144,ensBE,2040,1,8384,8384,0.0
17145,ensBE,2040,1,8385,8385,0.0
17146,ensBE,2040,1,8386,8386,0.0
17147,ensBE,2040,1,8387,8387,0.0
17148,ensBE,2040,1,8388,8388,0.0
17149,ensBE,2040,1,8389,8389,0.0
17150,ensBE,2040,1,8390,8390,0.0
17151,ensBE,2040,1,8391,8391,0.0
17152,ensBE,2040,1,8392,8392,0.0
17153,ensBE,2040,1,8393,8393,0.0
17154,ensBE,2040,1,8394,8394,0.0
17155,ensBE,2040,1,8395,8395,0.0
17156,ensBE,2040,1,8396,8396,0.0
17157,ensBE,2040,1,8397,8397,0.0
17158,ensBE,2040,1,8398,8398,0.0
17159,ensBE,2040,1,8399,8399,0.0
17160,ensBE,2040,1,8400,8400,0.0
17161,ensBE,2040,1,8401,8401,0.0
17162,ensBE,2040,1,8402,8402,0.0
17163,ensBE,2040,1,8403,8403,0.0
17164,ensBE,2040,1,8404,8404,0.0
17165,ensBE,2040,1,8405,8405,0.0
17166,ensBE,2040,1,8406,8406,0.0
17167,ensBE,2040,1,8407,8407,0.0
17168,ensBE,2040,1,8408,8408,0.0
17169,ensBE,2040,1,8409,8409,0.0
17170,ensBE,2040,1,8410,8410,0.0
17171,ensBE,2040,1,8411,8411,0.0
17172,ensBE,2040,1,8412,8412,0.0
17173,ensBE,2040,1,8413,8413,0.0
17174,ensBE,2040,1,8414,8414,0.0
17175,ensBE,2040,1,8415,8415,0.0
17176,ensBE,2040,1,8416,8416,0.0
17177,ensBE,2040,1,8417,8417,0.0
17178,ensBE,2040,1,8418,8418,0.0
17179,ensBE,2040,1,8419,8419,0.0
17180,ensBE,2040,1,8420,8420,0.0
17181,ensBE,2040,1,8421,8421,0.0
17182,ensBE,2040,1,8422,8422,0.0
17183,ensBE,2040,1,8423,8423,0.0
17184,ensBE,2040,1,8424,8424,0.0
17185,ensBE,2040,1,8425,8425,0.0
17186,ensBE,2040,1,8426,8426,0.0
17187,ensBE,2040,1,8427,8427,0.0
17188,ensBE,2040,1,8428,8428,0.0
17189,ensBE,2040,1,8429,8429,0.0
17190,ensBE,2040,1,8430,8430,0.0
17191,ensBE,2040,1,8431,8431,0.0
17192,ensBE,2040,1,8432,8432,0.0
17193,ensBE,2040,1,8433,8433,0.0
17194,ensBE,2040,1,8434,8434,0.0
17195,ensBE,2040,1,8435,8435,0.0
17196,ensBE,2040,1,8436,8436,0.0
17197,ensBE,2040,1,8437,8437,0.0
17198,ensBE,2040,1,8438,8438,0.0
17199,ensBE,2040,1,8439,8439,0.0
17200,ensBE,2040,1,8440,8440,0.0
17201,ensBE,2040,1,8441,8441,0.0
17202,ensBE,2040,1,8442,8442,0.0
17203,ensBE,2040,1,8443,8443,0.0
17204,ensBE,2040,1,8444,8444,0.0
17205,ensBE,2040,1,8445,8445,0.0
17206,ensBE,2040,1,8446,8446,0.0
17207,ensBE,2040,1,8447,8447,0.0
17208,ensBE,2040,1,8448,8448,0.0
17209,ensBE,2040,1,8449,8449,0.0
17210,ensBE,2040,1,8450,8450,0.0
17211,ensBE,2040,1,8451,8451,0.0
17212,ensBE,2040,1,8452,8452,0.0
17213,ensBE,2040,1,8453,8453,0.0
17214,ensBE,2040,1,8454,8454,0.0
17215,ensBE,2040,1,8455,8455,0.0
17216,ensBE,2040,1,8456,8456,0.0
17217,ensBE,2040,1,8457,8457,0.0
17218,ensBE,2040,1,8458,8458,0.0
17219,ensBE,2040,1,8459,8459,0.0
17220,ensBE,2040,1,8460,8460,0.0
17221,ensBE,2040,1,8461,8461,0.0
17222,ensBE,2040,1,8462,8462,0.0
17223,ensBE,2040,1,8463,8463,0.0
17224,ensBE,2040,1,8464,8464,0.0
17225,ensBE,2040,1,8465,8465,0.0
17226,ensBE,2040,1,8466,8466,0.0
17227,ensBE,2040,1,8467,8467,0.0
17228,ensBE,2040,1,8468,8468,0.0
17229,ensBE,2040,1,8469,8469,0.0
17230,ensBE,2040,1,8470,8470,0.0
17231,ensBE,2040,1,8471,8471,0.0
17232,ensBE,2040,1,8472,8472,0.0
17233,ensBE,2040,1,8473,8473,0.0
17234,ensBE,2040,1,8474,8474,0.0
17235,ensBE,2040,1,8475,8475,0.0
17236,ensBE,2040,1,8476,8476,0.0
17237,ensBE,2040,1,8477,8477,0.0
17238,ensBE,2040,1,8478,8478,0.0
17239,ensBE,2040,1,8479,8479,0.0
17240,ensBE,2040,1,8480,8480,0.0
17241,ensBE,2040,1,8481,8481,0.0
17242,ensBE,2040,1,8482,8482,0.0
17243,ensBE,2040,1,8483,8483,0.0
17244,ensBE,2040,1,8484,8484,0.0
17245,ensBE,2040,1,8485,8485,0.0
17246,ensBE,2040,1,8486,8486,0.0
17247,ensBE,2040,1,8487,8487,0.0
17248,ensBE,2040,1,8488,8488,0.0
17249,ensBE,2040,1,8489,8489,0.0
17250,ensBE,2040,1,8490,8490,0.0
17251,ensBE,2040,1,8491,8491,0.0
17252,ensBE,2040,1,8492,8492,0.0
17253,ensBE,2040,1,8493,8493,0.0
17254,ensBE,2040,1,8494,8494,0.0
17255,ensBE,2040,1,8495,8495,0.0
17256,ensBE,2040,1,8496,8496,0.0
17257,ensBE,2040,1,8497,8497,0.0
17258,ensBE,2040,1,8498,8498,0.0
17259,ensBE,2040,1,8499,8499,0.0
17260,ensBE,2040,1,8500,8500,0.0
17261,ensBE,2040,1,8501,8501,0.0
17262,ensBE,2040,1,8502,8502,0.0
17263,ensBE,2040,1,8503,8503,0.0
17264,ensBE,2040,1,8504,8504,0.0
17265,ensBE,2040,1,8505,8505,0.0
17266,ensBE,2040,1,8506,8506,0.0
17267,ensBE,2040,1,8507,8507,0.0
17268,ensBE,2040,1,8508,8508,0.0
17269,ensBE,2040,1,8509,8509,0.0
17270,ensBE,2040,1,8510,8510,0.0
17271,ensBE,2040,1,8511,8511,0.0
17272,ensBE,2040,1,8512,8512,0.0
17273,ensBE,2040,1,8513,8513,0.0
17274,ensBE,2040,1,8514,8514,0.0
17275,ensBE,2040,1,8515,8515,0.0
17276,ensBE,2040,1,8516,8516,0.0
17277,ensBE,2040,1,8517,8517,0.0
17278,ensBE,2040,1,8518,8518,0.0
17279,ensBE,2040,1,8519,8519,0.0
17280,ensBE,2040,1,8520,8520,0.0
17281,ensBE,2040,1,8521,8521,0.0
17282,ensBE,2040,1,8522,8522,0.0
17283,ensBE,2040,1,8523,8523,0.0
17284,ensBE,2040,1,8524,8524,0.0
17285,ensBE,2040,1,8525,8525,0.0
17286,ensBE,2040,1,8526,8526,0.0
17287,ensBE,2040,1,8527,8527,0.0
17288,ensBE,2040,1,8528,8528,0.0
17289,ensBE,2040,1,8529,8529,0.0
17290,ensBE,2040,1,8530,8530,0.0
17291,ensBE,2040,1,8531,8531,0.0
17292,ensBE,2040,1,8532,8532,0.0
17293,ensBE,2040,1,8533,8533,0.0
17294,ensBE,2040,1,8534,8534,0.0
17295,ensBE,2040,1,8535,8535,0.0
17296,ensBE,2040,1,8536,8536,0.0
17297,ensBE,2040,1,8537,8537,0.0
17298,ensBE,2040,1,8538,8538,0.0
17299,ensBE,2040,1,8539,8539,0.0
17300,ensBE,2040,1,8540,8540,0.0
17301,ensBE,2040,1,8541,8541,0.0
17302,ensBE,2040,1,8542,8542,0.0
17303,ensBE,2040,1,8543,8543,0.0
17304,ensBE,2040,1,8544,8544,0.0
17305,ensBE,2040,1,8545,8545,0.0
17306,ensBE,2040,1,8546,8546,0.0
17307,ensBE,2040,1,8547,8547,0.0
17308,ensBE,2040,1,8548,8548,0.0
17309,ensBE,2040,1,8549,8549,0.0
17310,ensBE,2040,1,8550,8550,0.0
17311,ensBE,2040,1,8551,8551,0.0
17312,ensBE,2040,1,8552,8552,0.0
17313,ensBE,2040,1,8553,8553,0.0
17314,ensBE,2040,1,8554,8554,0.0
17315,ensBE,2040,1,8555,8555,0.0
17316,ensBE,2040,1,8556,8556,0.0
17317,ensBE,2040,1,8557,8557,0.0
17318,ensBE,2040,1,8558,8558,0.0
17319,ensBE,2040,1,8559,8559,0.0
17320,ensBE,2040,1,8560,8560,0.0
17321,ensBE,2040,1,8561,8561,0.0
17322,ensBE,2040,1,8562,8562,0.0
17323,ensBE,2040,1,8563,8563,0.0
17324,ensBE,2040,1,8564,8564,0.0
17325,ensBE,2040,1,8565,8565,0.0
17326,ensBE,2040,1,8566,8566,0.0
17327,ensBE,2040,1,8567,8567,0.0
17328,ensBE,2040,1,8568,8568,0.0
17329,ensBE,2040,1,8569,8569,0.0
17330,ensBE,2040,1,8570,8570,0.0
17331,ensBE,2040,1,8571,8571,0.0
17332,ensBE,2040,1,8572,8572,0.0
17333,ensBE,2040,1,8573,8573,0.0
17334,ensBE,2040,1,8574,8574,0.0
17335,ensBE,2040,1,8575,8575,0.0
17336,ensBE,2040,1,8576,8576,0.0
17337,ensBE,2040,1,8577,8577,0.0
17338,ensBE,2040,1,8578,8578,0.0
17339,ensBE,2040,1,8579,8579,0.0
17340,ensBE,2040,1,8580,8580,0.0
17341,ensBE,2040,1,8581,8581,0.0
17342,ensBE,2040,1,8582,8582,0.0
17343,ensBE,2040,1,8583,8583,0.0
17344,ensBE,2040,1,8584,8584,0.0
17345,ensBE,2040,1,8585,8585,0.0
17346,ensBE,2040,1,8586,8586,0.0
17347,ensBE,2040,1,8587,8587,0.0
17348,ensBE,2040,1,8588,8588,0.0
17349,ensBE,2040,1,8589,8589,0.0
17350,ensBE,2040,1,8590,8590,0.0
17351,ensBE,2040,1,8591,8591,0.0
17352,ensBE,2040,1,8592,8592,0.0
17353,ensBE,2040,1,8593,8593,0.0
17354,ensBE,2040,1,8594,8594,0.0
17355,ensBE,2040,1,8595,8595,0.0
17356,ensBE,2040,1,8596,8596,0.0
17357,ensBE,2040,1,8597,8597,0.0
17358,ensBE,2040,1,8598,8598,0.0
17359,ensBE,2040,1,8599,8599,0.0
17360,ensBE,2040,1,8600,8600,0.0
17361,ensBE,2040,1,8601,8601,0.0
17362,ensBE,2040,1,8602,8602,0.0
17363,ensBE,2040,1,8603,8603,0.0
17364,ensBE,2040,1,8604,8604,0.0
17365,ensBE,2040,1,8605,8605,0.0
17366,ensBE,2040,1,8606,8606,0.0
17367,ensBE,2040,1,8607,8607,0.0
17368,ensBE,2040,1,8608,8608,0.0
17369,ensBE,2040,1,8609,8609,0.0
17370,ensBE,2040,1,8610,8610,0.0
17371,ensBE,2040,1,8611,8611,0.0
17372,ensBE,2040,1,8612,8612,0.0
17373,ensBE,2040,1,8613,8613,0.0
17374,ensBE,2040,1,8614,8614,0.0
17375,ensBE,2040,1,8615,8615,0.0
17376,ensBE,2040,1,8616,8616,0.0
17377,ensBE,2040,1,8617,8617,0.0
17378,ensBE,2040,1,8618,8618,0.0
17379,ensBE,2040,1,8619,8619,0.0
17380,ensBE,2040,1,8620,8620,0.0
17381,ensBE,2040,1,8621,8621,0.0
17382,ensBE,2040,1,8622,8622,0.0
17383,ensBE,2040,1,8623,8623,0.0
17384,ensBE,2040,1,8624,8624,0.0
17385,ensBE,2040,1,8625,8625,0.0
17386,ensBE,2040,1,8626,8626,0.0
17387,ensBE,2040,1,8627,8627,0.0
17388,ensBE,2040,1,8628,8628,0.0
17389,ensBE,2040,1,8629,8629,0.0
17390,ensBE,2040,1,8630,8630,0.0
17391,ensBE,2040,1,8631,8631,0.0
17392,ensBE,2040,1,8632,8632,0.0
17393,ensBE,2040,1,8633,8633,0.0
17394,ensBE,2040,1,8634,8634,0.0
17395,ensBE,2040,1,8635,8635,0.0
17396,ensBE,2040,1,8636,8636,0.0
17397,ensBE,2040,1,8637,8637,0.0
17398,ensBE,2040,1,8638,8638,0.0
17399,ensBE,2040,1,8639,8639,0.0
17400,ensBE,2040,1,8640,8640,0.0
17401,ensBE,2040,1,8641,8641,0.0
17402,ensBE,2040,1,8642,8642,0.0
17403,ensBE,2040,1,8643,8643,0.0
17404,ensBE,2040,1,8644,8644,0.0
17405,ensBE,2040,1,8645,8645,0.0
17406,ensBE,2040,1,8646,8646,0.0
17407,ensBE,2040,1,8647,8647,0.0
17408,ensBE,2040,1,8648,8648,0.0
17409,ensBE,2040,1,8649,8649,0.0
17410,ensBE,2040,1,8650,8650,0.0
17411,ensBE,2040,1,8651,8651,0.0
17412,ensBE,2040,1,8652,8652,0.0
17413,ensBE,2040,1,8653,8653,0.0
17414,ensBE,2040,1,8654,8654,0.0
17415,ensBE,2040,1,8655,8655,0.0
17416,ensBE,2040,1,8656,8656,0.0
17417,ensBE,2040,1,8657,8657,0.0
17418,ensBE,2040,1,8658,8658,0.0
17419,ensBE,2040,1,8659,8659,0.0
17420,ensBE,2040,1,8660,8660,0.0
17421,ensBE,2040,1,8661,8661,0.0
17422,ensBE,2040,1,8662,8662,0.0
17423,ensBE,2040,1,8663,8663,0.0
17424,ensBE,2040,1,8664,8664,0.0
17425,ensBE,2040,1,8665,8665,0.0
17426,ensBE,2040,1,8666,8666,0.0
17427,ensBE,2040,1,8667,8667,0.0
17428,ensBE,2040,1,8668,8668,0.0
17429,ensBE,2040,1,8669,8669,0.0
17430,ensBE,2040,1,8670,8670,0.0
17431,ensBE,2040,1,8671,8671,0.0
17432,ensBE,2040,1,8672,8672,0.0
17433,ensBE,2040,1,8673,8673,0.0
17434,ensBE,2040,1,8674,8674,0.0
17435,ensBE,2040,1,8675,8675,0.0
17436,ensBE,2040,1,8676,8676,0.0
17437,ensBE,2040,1,8677,8677,0.0
17438,ensBE,2040,1,8678,8678,0.0
17439,ensBE,2040,1,8679,8679,0.0
17440,ensBE,2040,1,8680,8680,0.0
17441,ensBE,2040,1,8681,8681,0.0
17442,ensBE,2040,1,8682,8682,0.0
17443,ensBE,2040,1,8683,8683,0.0
17444,ensBE,2040,1,8684,8684,0.0
17445,ensBE,2040,1,8685,8685,0.0
17446,ensBE,2040,1,8686,8686,0.0
17447,ensBE,2040,1,8687,8687,0.0
17448,ensBE,2040,1,8688,8688,0.0
17449,ensBE,2040,1,8689,8689,0.0
17450,ensBE,2040,1,8690,8690,0.0
17451,ensBE,2040,1,8691,8691,0.0
17452,ensBE,2040,1,8692,8692,0.0
17453,ensBE,2040,1,8693,8693,0.0
17454,ensBE,2040,1,8694,8694,0.0
17455,ensBE,2040,1,8695,8695,0.0
17456,ensBE,2040,1,8696,8696,0.0
17457,ensBE,2040,1,8697,8697,0.0
17458,ensBE,2040,1,8698,8698,0.0
17459,ensBE,2040,1,8699,8699,0.0
17460,ensBE,2040,1,8700,8700,0.0
17461,ensBE,2040,1,8701,8701,0.0
17462,ensBE,2040,1,8702,8702,0.0
17463,ensBE,2040,1,8703,8703,0.0
17464,ensBE,2040,1,8704,8704,0.0
17465,ensBE,2040,1,8705,8705,0.0
17466,ensBE,2040,1,8706,8706,0.0
17467,ensBE,2040,1,8707,8707,0.0
17468,ensBE,2040,1,8708,8708,0.0
17469,ensBE,2040,1,8709,8709,0.0
17470,ensBE,2040,1,8710,8710,0.0
17471,ensBE,2040,1,8711,8711,0.0
17472,ensBE,2040,1,8712,8712,0.0
17473,ensBE,2040,1,8713,8713,0.0
17474,ensBE,2040,1,8714,8714,0.0
17475,ensBE,2040,1,8715,8715,0.0
17476,ensBE,2040,1,8716,8716,0.0
17477,ensBE,2040,1,8717,8717,0.0
17478,ensBE,2040,1,8718,8718,0.0
17479,ensBE,2040,1,8719,8719,0.0
17480,ensBE,2040,1,8720,8720,0.0
17481,ensBE,2040,1,8721,8721,0.0
17482,ensBE,2040,1,8722,8722,0.0
17483,ensBE,2040,1,8723,8723,0.0
17484,ensBE,2040,1,8724,8724,0.0
17485,ensBE,2040,1,8725,8725,0.0
17486,ensBE,2040,1,8726,8726,0.0
17487,ensBE,2040,1,8727,8727,0.0
17488,ensBE,2040,1,8728,8728,0.0
17489,ensBE,2040,1,8729,8729,0.0
17490,ensBE,2040,1,8730,8730,0.0
17491,ensBE,2040,1,8731,8731,0.0
17492,ensBE,2040,1,8732,8732,0.0
17493,ensBE,2040,1,8733,8733,0.0
17494,ensBE,2040,1,8734,8734,0.0
17495,ensBE,2040,1,8735,8735,0.0
17496,ensBE,2040,1,8736,8736,0.0
17497,ensBE,2040,1,8737,8737,0.0
17498,ensBE,2040,1,8738,8738,0.0
17499,ensBE,2040,1,8739,8739,0.0
17500,ensBE,2040,1,8740,8740,0.0
17501,ensBE,2040,1,8741,8741,0.0
17502,ensBE,2040,1,8742,8742,0.0
17503,ensBE,2040,1,8743,8743,0.0
17504,ensBE,2040,1,8744,8744,0.0
17505,ensBE,2040,1,8745,8745,0.0
17506,ensBE,2040,1,8746,8746,0.0
17507,ensBE,2040,1,8747,8747,0.0
17508,ensBE,2040,1,8748,8748,0.0
17509,ensBE,2040,1,8749,8749,0.0
17510,ensBE,2040,1,8750,8750,0.0
17511,ensBE,2040,1,8751,8751,0.0
17512,ensBE,2040,1,8752,8752,0.0
17513,ensBE,2040,1,8753,8753,0.0
17514,ensBE,2040,1,8754,8754,0.0
17515,ensBE,2040,1,8755,8755,0.0
17516,ensBE,2040,1,8756,8756,0.0
17517,ensBE,2040,1,8757,8757,0.0
17518,ensBE,2040,1,8758,8758,0.0
17519,ensBE,2040,1,8759,8759,0.0
17520,ensBE,2040,1,8760,8760,0.0
17521,ensBE,2050,1,1,1,0.0
17522,ensBE,2050,1,2,2,0.0
17523,ensBE,2050,1,3,3,0.0
17524,ensBE,2050,1,4,4,0.0
17525,ensBE,2050,1,5,5,0.0
17526,ensBE,2050,1,6,6,0.0
17527,ensBE,2050,1,7,7,0.0
17528,ensBE,2050,1,8,8,0.0
17529,ensBE,2050,1,9,9,0.0
17530,ensBE,2050,1,10,10,0.0
17531,ensBE,2050,1,11,11,0.0
17532,ensBE,2050,1,12,12,0.0
17533,ensBE,2050,1,13,13,0.0
17534,ensBE,2050,1,14,14,0.0
17535,ensBE,2050,1,15,15,0.0
17536,ensBE,2050,1,16,16,0.0
17537,ensBE,2050,1,17,17,0.0
17538,ensBE,2050,1,18,18,0.0
17539,ensBE,2050,1,19,19,0.0
17540,ensBE,2050,1,20,20,0.0
17541,ensBE,2050,1,21,21,0.0
17542,ensBE,2050,1,22,22,0.0
17543,ensBE,2050,1,23,23,0.0
17544,ensBE,2050,1,24,24,0.0
17545,ensBE,2050,1,25,25,0.0
17546,ensBE,2050,1,26,26,0.0
17547,ensBE,2050,1,27,27,0.0
17548,ensBE,2050,1,28,28,0.0
17549,ensBE,2050,1,29,29,0.0
17550,ensBE,2050,1,30,30,0.0
17551,ensBE,2050,1,31,31,0.0
17552,ensBE,2050,1,32,32,0.0
17553,ensBE,2050,1,33,33,0.0
17554,ensBE,2050,1,34,34,0.0
17555,ensBE,2050,1,35,35,0.0
17556,ensBE,2050,1,36,36,0.0
17557,ensBE,2050,1,37,37,0.0
17558,ensBE,2050,1,38,38,0.0
17559,ensBE,2050,1,39,39,0.0
17560,ensBE,2050,1,40,40,0.0
17561,ensBE,2050,1,41,41,0.0
17562,ensBE,2050,1,42,42,0.0
17563,ensBE,2050,1,43,43,0.0
17564,ensBE,2050,1,44,44,0.0
17565,ensBE,2050,1,45,45,0.0
17566,ensBE,2050,1,46,46,0.0
17567,ensBE,2050,1,47,47,0.0
17568,ensBE,2050,1,48,48,0.0
17569,ensBE,2050,1,49,49,0.0
17570,ensBE,2050,1,50,50,0.0
17571,ensBE,2050,1,51,51,0.0
17572,ensBE,2050,1,52,52,0.0
17573,ensBE,2050,1,53,53,0.0
17574,ensBE,2050,1,54,54,0.0
17575,ensBE,2050,1,55,55,0.0
17576,ensBE,2050,1,56,56,0.0
17577,ensBE,2050,1,57,57,0.0
17578,ensBE,2050,1,58,58,0.0
17579,ensBE,2050,1,59,59,0.0
17580,ensBE,2050,1,60,60,0.0
17581,ensBE,2050,1,61,61,0.0
17582,ensBE,2050,1,62,62,0.0
17583,ensBE,2050,1,63,63,0.0
17584,ensBE,2050,1,64,64,0.0
17585,ensBE,2050,1,65,65,0.0
17586,ensBE,2050,1,66,66,0.0
17587,ensBE,2050,1,67,67,0.0
17588,ensBE,2050,1,68,68,0.0
17589,ensBE,2050,1,69,69,0.0
17590,ensBE,2050,1,70,70,0.0
17591,ensBE,2050,1,71,71,0.0
17592,ensBE,2050,1,72,72,0.0
17593,ensBE,2050,1,73,73,0.0
17594,ensBE,2050,1,74,74,0.0
17595,ensBE,2050,1,75,75,0.0
17596,ensBE,2050,1,76,76,0.0
17597,ensBE,2050,1,77,77,0.0
17598,ensBE,2050,1,78,78,0.0
17599,ensBE,2050,1,79,79,0.0
17600,ensBE,2050,1,80,80,0.0
17601,ensBE,2050,1,81,81,0.0
17602,ensBE,2050,1,82,82,0.0
17603,ensBE,2050,1,83,83,0.0
17604,ensBE,2050,1,84,84,0.0
17605,ensBE,2050,1,85,85,0.0
17606,ensBE,2050,1,86,86,0.0
17607,ensBE,2050,1,87,87,0.0
